family,group,target_budget,opponent,direction,from_level,to_level,from_experiment_id,to_experiment_id,samples_per_point,from_A_win_rate,to_A_win_rate,delta_A_win_rate,from_mean_rounds,to_mean_rounds,delta_mean_rounds,from_budget_A,to_budget_A,delta_budget_A,from_budget_B,to_budget_B,delta_budget_B,from_A_raw_dead,to_A_raw_dead,delta_A_raw_dead,from_A_raw_wounded,to_A_raw_wounded,delta_A_raw_wounded,from_B_raw_dead,to_B_raw_dead,delta_B_raw_dead,from_B_raw_wounded,to_B_raw_wounded,delta_B_raw_wounded,from_A_bench_economic_loss_rate,to_A_bench_economic_loss_rate,delta_A_bench_economic_loss_rate
X-cut,archer-cut,12000,archer,B-A,10,20,b210936a8f02e2ba0a83a7c0,8598d0c554d65721a3ea731c,2000,0.3385,0.709,0.3705,3.0775,3,-0.0775,11770,11760,-10,11970,11970,0,258.18,265.9675,7.7875,270.326,215.8495,-54.4765,58.8375,62.832,3.9945,83.5225,93.847,10.3245,0.028343670348343,0.032942602040816,0.004598931692473
X-cut,archer-cut,12000,archer,B-A,20,30,8598d0c554d65721a3ea731c,c22bb7689dbd3fc62350c752,2000,0.709,0.7335,0.0245,3,2.793,-0.207,11760,11750,-10,11970,11970,0,265.9675,251.714,-14.2535,215.8495,162.1185,-53.731,62.832,61.92,-0.912,93.847,100.983,7.136,0.032942602040816,0.036106382978723,0.003163780937907
X-cut,archer-cut,12000,archer,B-A,30,40,c22bb7689dbd3fc62350c752,ce1ae094b7132c2273dafe03,2000,0.7335,0.0005,-0.733,2.793,2.0005,-0.7925,11750,11740,-10,11970,11970,0,251.714,164.999,-86.715,162.1185,156.828,-5.2905,61.92,35.569,-26.351,100.983,127.431,26.448,0.036106382978723,0.035945059625213,-0.00016132335351
X-cut,archer-cut,12000,archer,B-A,40,50,ce1ae094b7132c2273dafe03,dd69943710631216293e8e9b,2000,0.0005,0,-0.0005,2.0005,2,-0.00050000000000017,11740,11730,-10,11970,11970,0,164.999,132.14,-32.859,156.828,107.4435,-49.3845,35.569,35.3075,-0.26150000000001,127.431,133.7015,6.2705,0.035945059625213,0.042329923273657,0.006384863648444
X-cut,archer-cut,12000,archer,B-A,50,60,dd69943710631216293e8e9b,ff04a799c71c3108d0af728f,2000,0,0,0,2,2,0,11730,11720,-10,11970,11970,0,132.14,90.9605,-41.1795,107.4435,47.9255,-59.518,35.3075,38.2365,2.929,133.7015,132.653,-1.0485,0.042329923273657,0.047357081911263,0.005027158637606
X-cut,archer-cut,12000,balanced,A-B,0,10,2ce851910ac66482b9b371f3,19831a8d6bbdff8799df1a6f,2000,0.2315,0.9,0.6685,7.6515,6.042,-1.6095,11780,11770,-10,11630,11630,0,285.482,212.76,-72.722,307.5955,274.992,-32.6035,147.133,153.7945,6.6615,176.307,166.862,-9.445,0.028749575551783,0.028309685641461,-0.000439889910322
X-cut,archer-cut,12000,balanced,A-B,10,20,19831a8d6bbdff8799df1a6f,e48bb916ec3495d57c804461,2000,0.9,0.9825,0.0825,6.042,5.009,-1.033,11770,11760,-10,11630,11630,0,212.76,170.0715,-42.6885,274.992,235.309,-39.683,153.7945,159.72,5.9255,166.862,160.5265,-6.3355,0.028309685641461,0.028426020408163,0.000116334766702
X-cut,archer-cut,12000,balanced,A-B,20,30,e48bb916ec3495d57c804461,98724e210c5ef0f8ae391387,2000,0.9825,0.9525,-0.03,5.009,4.099,-0.91,11760,11750,-10,11630,11630,0,170.0715,133.347,-36.7245,235.309,194.7095,-40.5995,159.72,156.1775,-3.5425,160.5265,158.546,-1.9805,0.028426020408163,0.028017872340426,-0.000408148067737
X-cut,archer-cut,12000,balanced,A-B,30,40,98724e210c5ef0f8ae391387,9b25bbc8d05f616d197c60e4,2000,0.9525,0.677,-0.2755,4.099,3.871,-0.228,11750,11740,-10,11630,11630,0,133.347,125.686,-7.661,194.7095,150.0845,-44.625,156.1775,180.919,24.7415,158.546,147.1825,-11.3635,0.028017872340426,0.031712095400341,0.003694223059915
X-cut,archer-cut,12000,balanced,A-B,40,50,9b25bbc8d05f616d197c60e4,868f33fd74d452f29b2b075a,2000,0.677,0.5055,-0.1715,3.871,3.0285,-0.8425,11740,11730,-10,11630,11630,0,125.686,86.4685,-39.2175,150.0845,112.058,-38.0265,180.919,155.303,-25.616,147.1825,157.183,10.0005,0.031712095400341,0.034154305200341,0.0024422098
X-cut,archer-cut,12000,balanced,A-B,50,60,868f33fd74d452f29b2b075a,8497f4f1c05132d6752819fb,2000,0.5055,0.006,-0.4995,3.0285,2.9995,-0.029,11730,11720,-10,11630,11630,0,86.4685,63.549,-22.9195,112.058,66.7005,-45.3575,155.303,172.504,17.201,157.183,150.5365,-6.6465,0.034154305200341,0.043624146757679,0.009469841557338
X-cut,archer-cut,12000,balanced,B-A,0,10,2ce851910ac66482b9b371f3,19831a8d6bbdff8799df1a6f,2000,0.7995,0.8185,0.019,6.2965,5.5215,-0.775,11780,11770,-10,11630,11630,0,240.6105,208.4265,-32.184,294.3135,256.2095,-38.104,149.9515,155.6025,5.651,159.0825,157.778,-1.3045,0.026511884550085,0.026377230246389,-0.000134654303696
X-cut,archer-cut,12000,balanced,B-A,10,20,19831a8d6bbdff8799df1a6f,e48bb916ec3495d57c804461,2000,0.8185,0.7875,-0.031,5.5215,5.0135,-0.508,11770,11760,-10,11630,11630,0,208.4265,188.9645,-19.462,256.2095,218.731,-37.4785,155.6025,156.9575,1.355,157.778,163.4855,5.7075,0.026377230246389,0.027931972789116,0.001554742542727
X-cut,archer-cut,12000,balanced,B-A,20,30,e48bb916ec3495d57c804461,98724e210c5ef0f8ae391387,2000,0.7875,0.4425,-0.345,5.0135,4.8245,-0.189,11760,11750,-10,11630,11630,0,188.9645,184.6045,-4.36,218.731,173.982,-44.749,156.9575,166.0195,9.062,163.4855,165.154,1.6685000000001,0.027931972789116,0.030693617021277,0.002761644232161
X-cut,archer-cut,12000,balanced,B-A,30,40,98724e210c5ef0f8ae391387,9b25bbc8d05f616d197c60e4,2000,0.4425,0.084,-0.3585,4.8245,4.0015,-0.823,11750,11740,-10,11630,11630,0,184.6045,144.017,-40.5875,173.982,139.3675,-34.6145,166.0195,137.033,-28.9865,165.154,185.0605,19.9065,0.030693617021277,0.032104344122658,0.001410727101381
X-cut,archer-cut,12000,balanced,B-A,40,50,9b25bbc8d05f616d197c60e4,868f33fd74d452f29b2b075a,2000,0.084,0.002,-0.082,4.0015,3.2665,-0.735,11740,11730,-10,11630,11630,0,144.017,101.57,-42.447,139.3675,104.2805,-35.087,137.033,106.057,-30.976,185.0605,201.804,16.7435,0.032104344122658,0.035470161977835,0.003365817855177
X-cut,archer-cut,12000,balanced,B-A,50,60,868f33fd74d452f29b2b075a,8497f4f1c05132d6752819fb,2000,0.002,0,-0.002,3.2665,3.091,-0.1755,11730,11720,-10,11630,11630,0,101.57,60.5915,-40.9785,104.2805,70.7425,-33.538,106.057,97.365,-8.692,201.804,212.7775,10.9735,0.035470161977835,0.043887798634812,0.008417636656977
X-cut,archer-cut,12000,knight,A-B,0,10,72606cf0f734bb91855b4dca,482d45d0895843aa1585a5ae,2000,1,1,0,3.002,2.7035,-0.2985,11780,11770,-10,11550,11550,0,203.179,174.771,-28.408,9.7,9.734,0.033999999999999,15.554,16.837,1.283,5.4455,4.157,-1.2885,0.014033106960951,0.013736618521665,-0.000296488439286
X-cut,archer-cut,12000,knight,A-B,10,20,482d45d0895843aa1585a5ae,c3e7b42a7b4145c178729bef,2000,1,1,0,2.7035,2.2165,-0.487,11770,11760,-10,11550,11550,0,174.771,146.818,-27.953,9.734,9.8085,0.0745,16.837,12.488,-4.349,4.157,8.5105,4.3535,0.013736618521665,0.014036139455782,0.000299520934117
X-cut,archer-cut,12000,knight,A-B,20,30,c3e7b42a7b4145c178729bef,7222569cc10bfdfe02f4d082,2000,1,1,0,2.2165,2.0185,-0.198,11760,11750,-10,11550,11550,0,146.818,134.849,-11.969,9.8085,11.139,1.3305,12.488,13.7935,1.3055,8.5105,7.206,-1.3045,0.014036139455782,0.015948085106383,0.001911945650601
X-cut,archer-cut,12000,knight,A-B,30,40,7222569cc10bfdfe02f4d082,d23a82f10c3a78cb5eb8967e,2000,1,0.9995,-0.00049999999999994,2.0185,2,-0.0185,11750,11740,-10,11550,11550,0,134.849,129.6105,-5.2385,11.139,13.809,2.67,13.7935,17.848,4.0545,7.206,3.152,-4.054,0.015948085106383,0.020905451448041,0.004957366341658
X-cut,archer-cut,12000,knight,A-B,40,50,d23a82f10c3a78cb5eb8967e,b8d2af1ce789895133ae91e4,2000,0.9995,1,0.00049999999999994,2,2,0,11740,11730,-10,11550,11550,0,129.6105,122.1295,-7.481,13.809,17.6255,3.8165,17.848,19.9815,2.1335,3.152,1.0185,-2.1335,0.020905451448041,0.02894799658994,0.008042545141899
X-cut,archer-cut,12000,knight,A-B,50,60,b8d2af1ce789895133ae91e4,54420151da6beb5c22b1f339,2000,1,0.158,-0.842,2,1.158,-0.842,11730,11720,-10,11550,11550,0,122.1295,62.8915,-59.238,17.6255,19.121,1.4955,19.9815,3.613,-16.3685,1.0185,17.3845,16.366,0.02894799658994,0.028787542662116,-0.000160453927824
X-cut,archer-cut,12000,knight,B-A,0,10,72606cf0f734bb91855b4dca,482d45d0895843aa1585a5ae,2000,1,1,0,2.4565,2.257,-0.1995,11780,11770,-10,11550,11550,0,162.5665,150.5495,-12.017,7.971,8.6275,0.6565,14.6505,12.8625,-1.788,6.309,8.128,1.819,0.011286926994907,0.011918861512319,0.000631934517412
X-cut,archer-cut,12000,knight,B-A,10,20,482d45d0895843aa1585a5ae,c3e7b42a7b4145c178729bef,2000,1,1,0,2.257,2.0545,-0.2025,11770,11760,-10,11550,11550,0,150.5495,138.761,-11.7885,8.6275,9.44,0.8125,12.8625,12.4635,-0.399,8.128,8.532,0.404,0.011918861512319,0.013208758503401,0.001289896991082
X-cut,archer-cut,12000,knight,B-A,20,30,c3e7b42a7b4145c178729bef,7222569cc10bfdfe02f4d082,2000,1,1,0,2.0545,2.002,-0.0525,11760,11750,-10,11550,11550,0,138.761,133.9025,-4.8585,9.44,11.095,1.655,12.4635,15.656,3.1925,8.532,5.344,-3.188,0.013208758503401,0.015814893617021,0.00260613511362
X-cut,archer-cut,12000,knight,B-A,30,40,7222569cc10bfdfe02f4d082,d23a82f10c3a78cb5eb8967e,2000,1,1,0,2.002,2,-0.0019999999999998,11750,11740,-10,11550,11550,0,133.9025,129.821,-4.0815,11.095,13.848,2.753,15.656,18.4035,2.7475,5.344,2.5965,-2.7475,0.015814893617021,0.020923339011925,0.005108445394904
X-cut,archer-cut,12000,knight,B-A,40,50,d23a82f10c3a78cb5eb8967e,b8d2af1ce789895133ae91e4,2000,1,1,0,2,2,0,11740,11730,-10,11550,11550,0,129.821,122.706,-7.115,13.848,17.687,3.839,18.4035,19.48,1.0765,2.5965,1.52,-1.0765,0.020923339011925,0.02906052855925,0.008137189547325
X-cut,archer-cut,12000,knight,B-A,50,60,b8d2af1ce789895133ae91e4,54420151da6beb5c22b1f339,2000,1,0.157,-0.843,2,1.158,-0.842,11730,11720,-10,11550,11550,0,122.706,62.884,-59.822,17.687,19.1265,1.4395,19.48,3.428,-16.052,1.52,17.5595,16.0395,0.02906052855925,0.028766638225256,-0.000293890333994
X-cut,archer-cut,12000,soldier,A-B,0,10,08b7557f5fc99e238847e1b2,f7cea2d31ac40ccf4488e14a,2000,0.9985,1,0.0014999999999999,19.379,14.5805,-4.7985,11780,11770,-10,12000,12000,0,225.259,126.0435,-99.2155,471.5675,449.9995,-21.568,435.4555,443.785,8.3295000000001,596.593,551.6565,-44.9365,0.032413837011885,0.029374256584537,-0.003039580427348
X-cut,archer-cut,12000,soldier,A-B,10,20,f7cea2d31ac40ccf4488e14a,13d5baa426dd9af6ddafc0b4,2000,1,1,0,14.5805,11.721,-2.8595,11770,11760,-10,12000,12000,0,126.0435,85.695,-40.3485,449.9995,385.727,-64.2725,443.785,453.5,9.715,551.6565,515.52,-36.1365,0.029374256584537,0.02759268707483,-0.001781569509707
X-cut,archer-cut,12000,soldier,A-B,20,30,13d5baa426dd9af6ddafc0b4,409c70721ef7b48105101958,2000,1,1,0,11.721,9.7535,-1.9675,11760,11750,-10,12000,12000,0,85.695,66.455,-19.24,385.727,311.115,-74.612,453.5,463.6175,10.1175,515.52,484.7825,-30.7375,0.02759268707483,0.027014893617021,-0.000577793457809
X-cut,archer-cut,12000,soldier,A-B,30,40,409c70721ef7b48105101958,8c5840958414de0fd7c5ae2a,2000,1,1,0,9.7535,8.066,-1.6875,11750,11740,-10,12000,12000,0,66.455,53.5825,-12.8725,311.115,234.9245,-76.1905,463.6175,451.362,-12.2555,484.7825,465.3465,-19.436,0.027014893617021,0.027593270868825,0.000578377251804
X-cut,archer-cut,12000,soldier,A-B,40,50,8c5840958414de0fd7c5ae2a,d432e017416307cb1b0773ef,2000,1,1,0,8.066,7.0105,-1.0555,11740,11730,-10,12000,12000,0,53.5825,47.287,-6.2955,234.9245,160.4535,-74.471,451.362,460.631,9.2689999999999,465.3465,443.925,-21.4215,0.027593270868825,0.031898124467178,0.004304853598353
X-cut,archer-cut,12000,soldier,A-B,50,60,d432e017416307cb1b0773ef,93ce5153868e9246ef9c0fe4,2000,1,1,0,7.0105,6.073,-0.9375,11730,11720,-10,12000,12000,0,47.287,1.05,-46.237,160.4535,129.611,-30.8425,460.631,454.9805,-5.6505,443.925,431.243,-12.682,0.031898124467178,0.039986774744027,0.008088650276849
X-cut,archer-cut,12000,soldier,B-A,0,10,08b7557f5fc99e238847e1b2,f7cea2d31ac40ccf4488e14a,2000,1,1,0,15.544,13.3085,-2.2355,11780,11770,-10,12000,12000,0,116.821,95.031,-21.79,539.301,465.275,-74.026,438.6575,442.187,3.5295,528.3155,523.1055,-5.21,0.029366723259762,0.028028462192014,-0.001338261067748
X-cut,archer-cut,12000,soldier,B-A,10,20,f7cea2d31ac40ccf4488e14a,13d5baa426dd9af6ddafc0b4,2000,1,1,0,13.3085,12.021,-1.2875,11770,11760,-10,12000,12000,0,95.031,92.691,-2.34,465.275,382.658,-82.617,442.187,447.6035,5.4165,523.1055,531.22,8.1145,0.028028462192014,0.028063350340136,3.4888148122001E-5
X-cut,archer-cut,12000,soldier,B-A,20,30,13d5baa426dd9af6ddafc0b4,409c70721ef7b48105101958,2000,1,1,0,12.021,11.049,-0.972,11760,11750,-10,12000,12000,0,92.691,98.1995,5.5085,382.658,294.8665,-87.7915,447.6035,449.323,1.7195,531.22,544.0505,12.8305,0.028063350340136,0.02938170212766,0.001318351787524
X-cut,archer-cut,12000,soldier,B-A,30,40,409c70721ef7b48105101958,8c5840958414de0fd7c5ae2a,2000,1,0.983,-0.017,11.049,10.247,-0.802,11750,11740,-10,12000,12000,0,98.1995,106.97,8.7705,294.8665,204.595,-90.2715,449.323,448.2055,-1.1175,544.0505,558.5735,14.523,0.02938170212766,0.032879897785349,0.003498195657689
X-cut,archer-cut,12000,soldier,B-A,40,50,8c5840958414de0fd7c5ae2a,d432e017416307cb1b0773ef,2000,0.983,0.3275,-0.6555,10.247,9.113,-1.134,11740,11730,-10,12000,12000,0,106.97,94.3125,-12.6575,204.595,133.0635,-71.5315,448.2055,410.5075,-37.698,558.5735,586.1185,27.545,0.032879897785349,0.037867007672634,0.004987109887285
X-cut,archer-cut,12000,soldier,B-A,50,60,d432e017416307cb1b0773ef,93ce5153868e9246ef9c0fe4,2000,0.3275,0.0575,-0.27,9.113,8.4945,-0.6185,11730,11720,-10,12000,12000,0,94.3125,63.695,-30.6175,133.0635,73.6445,-59.419,410.5075,389.3875,-21.12,586.1185,603.811,17.6925,0.037867007672634,0.045030716723549,0.007163709050915
X-cut,archer-cut,12000,spearman,A-B,0,10,00568e18a6ed440409fd9253,5c061238e2efe19613542364,2000,0.4085,0.9315,0.523,9.267,7.9945,-1.2725,11780,11770,-10,11970,11970,0,281.1745,229.67,-51.5045,280.703,250.4095,-30.2935,57.888,67.8095,9.9215,102.1295,96.8925,-5.237,0.028924448217317,0.0300790144435,0.001154566226183
X-cut,archer-cut,12000,spearman,A-B,10,20,5c061238e2efe19613542364,36aa6541162b74180b3ccb58,2000,0.9315,0.949,0.0175,7.9945,6.988,-1.0065,11770,11760,-10,11970,11970,0,229.67,196.157,-33.513,250.4095,216.1285,-34.281,67.8095,69.224,1.4145,96.8925,97.867,0.97450000000001,0.0300790144435,0.031041241496599,0.000962227053099
X-cut,archer-cut,12000,spearman,A-B,20,30,36aa6541162b74180b3ccb58,1cd68df85b73506bad10b754,2000,0.949,0.8085,-0.1405,6.988,6.033,-0.955,11760,11750,-10,11970,11970,0,196.157,166.0345,-30.1225,216.1285,181.4795,-34.649,69.224,64.8775,-4.3465,97.867,103.545,5.678,0.031041241496599,0.032667234042553,0.001625992545954
X-cut,archer-cut,12000,spearman,A-B,30,40,1cd68df85b73506bad10b754,c5290088a3efb755152c4552,2000,0.8085,0.2525,-0.556,6.033,5.097,-0.936,11750,11740,-10,11970,11970,0,166.0345,135.834,-30.2005,181.4795,146.034,-35.4455,64.8775,56.089,-8.7885,103.545,113.065,9.52,0.032667234042553,0.034489352640545,0.001822118597992
X-cut,archer-cut,12000,spearman,A-B,40,50,c5290088a3efb755152c4552,a4bb4df98b4747936ec5205e,2000,0.2525,0.133,-0.1195,5.097,4.1745,-0.9225,11740,11730,-10,11970,11970,0,135.834,100.23,-35.604,146.034,111.711,-34.323,56.089,44.2625,-11.8265,113.065,125.39,12.325,0.034489352640545,0.039082693947144,0.004593341306599
X-cut,archer-cut,12000,spearman,A-B,50,60,a4bb4df98b4747936ec5205e,0ae4cd825cb14186a1297652,2000,0.133,0,-0.133,4.1745,3.8635,-0.311,11730,11720,-10,11970,11970,0,100.23,75.7155,-24.5145,111.711,60.242,-51.469,44.2625,41.7655,-2.497,125.39,129.0515,3.6615,0.039082693947144,0.04718771331058,0.008105019363436
X-cut,archer-cut,12000,spearman,B-A,0,10,00568e18a6ed440409fd9253,5c061238e2efe19613542364,2000,1,1,0,8.385,7.459,-0.926,11780,11770,-10,11970,11970,0,55.364,48.2615,-7.1025,432.609,379.2725,-53.3365,69.672,70.845,1.173,91.868,94.0605,2.1925,0.021940577249576,0.022447323704333,0.000506746454757
X-cut,archer-cut,12000,spearman,B-A,10,20,5c061238e2efe19613542364,36aa6541162b74180b3ccb58,2000,1,1,0,7.459,6.9385,-0.5205,11770,11760,-10,11970,11970,0,48.2615,48.492,0.23050000000001,379.2725,330.6235,-48.649,70.845,73.0355,2.1905,94.0605,94.627,0.56649999999999,0.022447323704333,0.02413137755102,0.001684053846687
X-cut,archer-cut,12000,spearman,B-A,20,30,36aa6541162b74180b3ccb58,1cd68df85b73506bad10b754,2000,1,1,0,6.9385,6.3185,-0.62,11760,11750,-10,11970,11970,0,48.492,48.587,0.094999999999999,330.6235,277.2955,-53.328,73.0355,71.579,-1.4565,94.627,96.8925,2.2655,0.02413137755102,0.026155319148936,0.002023941597916
X-cut,archer-cut,12000,spearman,B-A,30,40,1cd68df85b73506bad10b754,c5290088a3efb755152c4552,2000,1,1,0,6.3185,5.9865,-0.332,11750,11740,-10,11970,11970,0,48.587,52.5005,3.9135,277.2955,220.41,-56.8855,71.579,74.4915,2.9125,96.8925,95.503,-1.3895,0.026155319148936,0.030201022146508,0.004045702997572
X-cut,archer-cut,12000,spearman,B-A,40,50,c5290088a3efb755152c4552,a4bb4df98b4747936ec5205e,2000,1,1,0,5.9865,5.5765,-0.41,11740,11730,-10,11970,11970,0,52.5005,51.0675,-1.433,220.41,157.6405,-62.7695,74.4915,75.159,0.6675,95.503,95.335,-0.16800000000001,0.030201022146508,0.036121909633419,0.005920887486911
X-cut,archer-cut,12000,spearman,B-A,50,60,a4bb4df98b4747936ec5205e,0ae4cd825cb14186a1297652,2000,1,1,0,5.5765,5.065,-0.5115,11730,11720,-10,11970,11970,0,51.0675,16.945,-34.1225,157.6405,115.577,-42.0635,75.159,70.5845,-4.5745,95.335,100.339,5.004,0.036121909633419,0.045358361774744,0.009236452141325
X-cut,archer-cut,120000,archer,A-B,0,10,f3c94f8fd01748ba5b16ea91,385192543ca53086fb630871,2000,1,1,0,4.121,4,-0.121,119590,119560,-30,119980,119980,0,960.4765,1062.5355,102.059,5026.688,4373.6075,-653.0805,640.432,795.3735,154.9415,884.3685,813.5825,-70.786,0.026225436909441,0.028031992305119,0.001806555395678
X-cut,archer-cut,120000,archer,A-B,10,20,385192543ca53086fb630871,a2296ef9f8ef939fc075a343,2000,1,1,0,4,3.809,-0.191,119560,119530,-30,119980,119980,0,1062.5355,1152.901,90.3655,4373.6075,3625.988,-747.6195,795.3735,954.8985,159.525,813.5825,707.1385,-106.444,0.028031992305119,0.029888730862545,0.001856738557426
X-cut,archer-cut,120000,archer,A-B,20,30,a2296ef9f8ef939fc075a343,59ecbeca84385a1428d66bf1,2000,1,1,0,3.809,3,-0.809,119530,119570,40,119980,119980,0,1152.901,794.3465,-358.5545,3625.988,3150.7235,-475.2645,954.8985,715.263,-239.6355,707.1385,951.8,244.6615,0.029888730862545,0.030476750020908,0.000588019158363
X-cut,archer-cut,120000,archer,A-B,30,40,59ecbeca84385a1428d66bf1,8ed935db69561e9b2d098813,2000,1,1,0,3,3,0,119570,119540,-30,119980,119980,0,794.3465,1151.535,357.1885,3150.7235,2071.4645,-1079.259,715.263,899.002,183.739,951.8,807.843,-143.957,0.030476750020908,0.034687677764765,0.004210927743857
X-cut,archer-cut,120000,archer,A-B,40,50,8ed935db69561e9b2d098813,fc3a941ea0bc2956047e73df,2000,1,1,0,3,3,0,119540,119580,40,119980,119980,0,1151.535,1305.6675,154.1325,2071.4645,1099.488,-971.9765,899.002,1105.7885,206.7865,807.843,607.578,-200.265,0.034687677764765,0.041454507442716,0.006766829677951
X-cut,archer-cut,120000,archer,A-B,50,60,fc3a941ea0bc2956047e73df,5f8d7c7859a2b509bccc846b,2000,1,1,0,3,3,0,119580,119550,-30,119980,119980,0,1305.6675,1027.0185,-278.649,1099.488,385.726,-713.762,1105.7885,1339.9725,234.184,607.578,374.0275,-233.5505,0.041454507442716,0.049693935591803,0.008239428149087
X-cut,archer-cut,120000,archer,B-A,0,10,f3c94f8fd01748ba5b16ea91,385192543ca53086fb630871,2000,1,0.465,-0.535,4,3,-1,119590,119560,-30,119980,119980,0,3548.8155,2460.1665,-1088.649,2769.174,2766.3855,-2.7885000000001,738.9865,598.1635,-140.823,728.2135,826.388,98.1745,0.030889748306715,0.027620859819338,-0.003268888487377
X-cut,archer-cut,120000,archer,B-A,10,20,385192543ca53086fb630871,a2296ef9f8ef939fc075a343,2000,0.465,0.9995,0.5345,3,3,0,119560,119530,-30,119980,119980,0,2460.1665,2633.7615,173.595,2766.3855,2173.0975,-593.288,598.1635,664.511,66.3475,826.388,914.246,87.858,0.027620859819338,0.032512423659332,0.004891563839994
X-cut,archer-cut,120000,archer,B-A,20,30,a2296ef9f8ef939fc075a343,59ecbeca84385a1428d66bf1,2000,0.9995,0.994,-0.0055000000000001,3,2.994,-0.0059999999999998,119530,119570,40,119980,119980,0,2633.7615,2741.742,107.9805,2173.0975,1508.3415,-664.756,664.511,724.294,59.783,914.246,949.0355,34.7895,0.032512423659332,0.036795224554654,0.004282800895322
X-cut,archer-cut,120000,archer,B-A,30,40,59ecbeca84385a1428d66bf1,8ed935db69561e9b2d098813,2000,0.994,0,-0.994,2.994,2,-0.994,119570,119540,-30,119980,119980,0,2741.742,1635.4555,-1106.2865,1508.3415,1594.6105,86.269,724.294,377.299,-346.995,949.0355,1266.7605,317.725,0.036795224554654,0.035359126652167,-0.001436097902487
X-cut,archer-cut,120000,archer,B-A,40,50,8ed935db69561e9b2d098813,fc3a941ea0bc2956047e73df,2000,0,0,0,2,2,0,119540,119580,40,119980,119980,0,1635.4555,1315.02,-320.4355,1594.6105,1090.19,-504.4205,377.299,363.7965,-13.5025,1266.7605,1342.6265,75.866,0.035359126652167,0.041511791269443,0.006152664617276
X-cut,archer-cut,120000,archer,B-A,50,60,fc3a941ea0bc2956047e73df,5f8d7c7859a2b509bccc846b,2000,0,0,0,2,2,0,119580,119550,-30,119980,119980,0,1315.02,929.723,-385.297,1090.19,478.161,-612.029,363.7965,397.8955,34.099,1342.6265,1316.0995,-26.527,0.041511791269443,0.048661104140527,0.007149312871084
X-cut,archer-cut,120000,balanced,A-B,0,10,ae910f58f13e0f162c81779d,3486dc6e75cd56f2d2c90b25,2000,0.192,0.9865,0.7945,7.3955,6,-1.3955,119590,119560,-30,119620,119620,0,2852.4235,2210.1265,-642.297,3050.946,2717.5375,-333.4085,1460.403,1567.0055,106.6025,1760.2735,1657.6165,-102.657,0.028375574880843,0.029253429240549,0.000877854359706
X-cut,archer-cut,120000,balanced,A-B,10,20,3486dc6e75cd56f2d2c90b25,1d5acd0a694991d74a227711,2000,0.9865,1,0.0135,6,5,-1,119560,119530,-30,119620,119620,0,2210.1265,1781.653,-428.4735,2717.5375,2329.154,-388.3835,1567.0055,1628.4535,61.448,1657.6165,1596.1535,-61.463,0.029253429240549,0.028779134945202,-0.000474294295347
X-cut,archer-cut,120000,balanced,A-B,20,30,1d5acd0a694991d74a227711,c0fffbf0a8f39281fc4e18fe,2000,1,1,0,5,4,-1,119530,119570,40,119620,119620,0,1781.653,1356.3985,-425.2545,2329.154,1938.6665,-390.4875,1628.4535,1540.087,-88.3665,1596.1535,1601.1245,4.971,0.028779134945202,0.028251651752112,-0.00052748319309
X-cut,archer-cut,120000,balanced,A-B,30,40,c0fffbf0a8f39281fc4e18fe,d1af11656644ef3f79ab29c8,2000,1,0.3035,-0.6965,4,3.9985,-0.0015000000000001,119570,119540,-30,119620,119620,0,1356.3985,1379.273,22.8745,1938.6665,1467.721,-470.9455,1540.087,1911.05,370.963,1601.1245,1444.841,-156.2835,0.028251651752112,0.032863727622553,0.004612075870441
X-cut,archer-cut,120000,balanced,A-B,40,50,d1af11656644ef3f79ab29c8,48ef0b8911198ed49fd09442,2000,0.3035,0.0315,-0.272,3.9985,3,-0.9985,119540,119580,40,119620,119620,0,1379.273,896.585,-482.688,1467.721,1113.476,-354.245,1911.05,1551.146,-359.904,1444.841,1580.6285,135.7875,0.032863727622553,0.034243100852985,0.001379373230432
X-cut,archer-cut,120000,balanced,A-B,50,60,48ef0b8911198ed49fd09442,5a475f29b91eee6124a8b222,2000,0.0315,0,-0.0315,3,3,0,119580,119550,-30,119620,119620,0,896.585,673.021,-223.564,1113.476,655.7105,-457.7655,1551.146,1732.3565,181.2105,1580.6285,1508.2065,-72.422,0.034243100852985,0.044384316185696,0.010141215332711
X-cut,archer-cut,120000,balanced,B-A,0,10,ae910f58f13e0f162c81779d,3486dc6e75cd56f2d2c90b25,2000,0.9985,0.893,-0.1055,6.0015,5.1745,-0.827,119590,119560,-30,119620,119620,0,2362.698,2000.791,-361.907,2927.8065,2552.1895,-375.617,1458.094,1463.0875,4.9935,1597.07,1606.4065,9.3364999999999,0.026643030353709,0.026144989963198,-0.000498040390511
X-cut,archer-cut,120000,balanced,B-A,10,20,3486dc6e75cd56f2d2c90b25,1d5acd0a694991d74a227711,2000,0.893,0.3805,-0.5125,5.1745,5,-0.1745,119560,119530,-30,119620,119620,0,2000.791,1974.2645,-26.5265,2552.1895,2156.8805,-395.309,1463.0875,1598.008,134.9205,1606.4065,1627.8105,21.404,0.026144989963198,0.02769388438049,0.001548894417292
X-cut,archer-cut,120000,balanced,B-A,20,30,1d5acd0a694991d74a227711,c0fffbf0a8f39281fc4e18fe,2000,0.3805,0.0185,-0.362,5,4.9855,-0.0145,119530,119570,40,119620,119620,0,1974.2645,2014.7145,40.45,2156.8805,1683.7545,-473.126,1598.008,1771.846,173.838,1627.8105,1611.3175,-16.493,0.02769388438049,0.031739734047002,0.004045849666512
